Query,Impressions,Clicks,CTR,Avg_Position,Date,New
mobile friendly checker tool,1,0,0.0,33.0,24/04/2015,true
header response checker,1,0,0.0,42.0,24/04/2015,false
http status code checker,1,0,0.0,14.0,24/04/2015,false
server response checker,1,0,0.0,37.0,24/04/2015,false
google mobile website checker,1,0,0.0,10.0,24/04/2015,true
mobile friendly checker google,1,0,0.0,9.0,24/04/2015,false
http status check,1,0,0.0,10.0,24/04/2015,false
bulk http header response checker,1,0,0.0,8.0,24/04/2015,false
google mobile friendly checker,1,0,0.0,10.0,24/04/2015,false
mobile friendly score,1,0,0.0,10.0,24/04/2015,false
bulk http status checker,4,1,0.25,4.0,25/04/2015,false
http status checker,4,1,0.25,9.3,25/04/2015,false
urlitor,1,1,1.0,1.0,25/04/2015,true
google mobile checker,39,0,0.0,9.3,25/04/2015,false
bulk redirect checker,5,0,0.0,9.4,25/04/2015,false
google mobile friendly checker,5,0,0.0,14.0,25/04/2015,false
http status check,2,0,0.0,9.5,25/04/2015,false
bulk url checker,2,0,0.0,17.0,25/04/2015,false
http status code checker,1,0,0.0,13.0,25/04/2015,false
http checker,1,0,0.0,17.0,25/04/2015,false
mobile checker google,1,0,0.0,7.0,25/04/2015,false
google mobile score,1,0,0.0,5.0,25/04/2015,false
mobile friendly checker,1,0,0.0,19.0,25/04/2015,false
mobile friendliness checker,1,0,0.0,17.0,25/04/2015,false
bulk checker,1,0,0.0,45.0,25/04/2015,false
bulk http status checker,2,1,0.5,4.0,26/04/2015,false
bulk url redirect checker,2,1,0.5,10.0,26/04/2015,true
urlitor,1,1,1.0,1.0,26/04/2015,false
google mobile checker,34,0,0.0,9.4,26/04/2015,false
server response checker,8,0,0.0,45.0,26/04/2015,false
http status checker,4,0,0.0,8.8,26/04/2015,false
bulk url checker,3,0,0.0,16.0,26/04/2015,false
google mobile friendly checker,3,0,0.0,7.7,26/04/2015,false
mobile friendly checker tool,2,0,0.0,22.0,26/04/2015,false
mobile checker google,2,0,0.0,7.0,26/04/2015,false
mobile friendly score,2,0,0.0,9.0,26/04/2015,false
mobile friendly checker,2,0,0.0,19.0,26/04/2015,false
mobile friendliness checker,2,0,0.0,16.0,26/04/2015,false
bulk redirect checker,1,0,0.0,8.0,26/04/2015,false
http status code checker,1,0,0.0,13.0,26/04/2015,false
http checker,1,0,0.0,14.0,26/04/2015,false
google mobile score,1,0,0.0,7.0,26/04/2015,false
mobilechecker,1,0,0.0,8.0,26/04/2015,false
redirect checker bulk,1,0,0.0,10.0,26/04/2015,false
http status checker,13,1,0.0769,9.0,27/04/2015,false
urlitor,3,1,0.3333,1.0,27/04/2015,false
google mobile checker,116,0,0.0,9.4,27/04/2015,false
mobile checker google,14,0,0.0,11.0,27/04/2015,false
google mobile score,9,0,0.0,7.0,27/04/2015,false
mobile friendly checker,6,0,0.0,16.0,27/04/2015,false
bulk redirect checker,5,0,0.0,7.6,27/04/2015,false
bulk http status checker,5,0,0.0,4.2,27/04/2015,false
http status check,3,0,0.0,8.3,27/04/2015,false
redirect checker bulk,3,0,0.0,10.0,27/04/2015,false
bulk server header checker,2,0,0.0,7.5,27/04/2015,false
bulk header checker,2,0,0.0,9.5,27/04/2015,false
url status checker,1,0,0.0,19.0,27/04/2015,false
google mobile friendly score,1,0,0.0,10.0,27/04/2015,false
http status code checker,1,0,0.0,13.0,27/04/2015,false
http checker,1,0,0.0,16.0,27/04/2015,false
server response checker,1,0,0.0,48.0,27/04/2015,false
http response checker,1,0,0.0,29.0,27/04/2015,false
bulk status code checker,1,0,0.0,5.0,27/04/2015,false
bulk url checker,1,0,0.0,15.0,27/04/2015,false
mobilechecker,1,0,0.0,8.0,27/04/2015,false
google mobile friendly checker,1,0,0.0,22.0,27/04/2015,false
http status online,1,0,0.0,14.0,27/04/2015,false
bulk mobile friendly test,4,2,0.5,4.5,28/04/2015,false
urlitor,2,2,1.0,1.0,28/04/2015,false
bulk http status checker,7,1,0.1429,4.0,28/04/2015,false
bulk http header response checker,1,1,1.0,8.0,28/04/2015,false
google mobile checker,157,0,0.0,9.0,28/04/2015,false
bulk redirect checker,17,0,0.0,7.9,28/04/2015,false
http status checker,16,0,0.0,9.6,28/04/2015,false
google mobile friendly checker,14,0,0.0,17.0,28/04/2015,false
mobile checker google,13,0,0.0,7.8,28/04/2015,false
mobile friendly checker,7,0,0.0,16.0,28/04/2015,false
google mobile score,6,0,0.0,8.3,28/04/2015,false
bulk url checker,5,0,0.0,20.0,28/04/2015,false
redirect checker bulk,3,0,0.0,8.3,28/04/2015,false
bulk http status code checker,2,0,0.0,4.5,28/04/2015,true
bulk header check,2,0,0.0,10.0,28/04/2015,false
mobile friendly score,2,0,0.0,18.0,28/04/2015,false
bulk header checker,2,0,0.0,9.0,28/04/2015,false
mobile friendly checker tool,1,0,0.0,23.0,28/04/2015,false
header response checker,1,0,0.0,50.0,28/04/2015,false
url status checker,1,0,0.0,17.0,28/04/2015,false
http status code checker,1,0,0.0,13.0,28/04/2015,false
http checker,1,0,0.0,19.0,28/04/2015,false
server response checker,1,0,0.0,48.0,28/04/2015,false
http response checker,1,0,0.0,29.0,28/04/2015,false
bulk url redirect checker,1,0,0.0,9.0,28/04/2015,false
bulk da cheker,1,0,0.0,33.0,28/04/2015,true
http status check,1,0,0.0,10.0,28/04/2015,false
redirect checker,1,0,0.0,79.0,28/04/2015,false
mobilechecker,1,0,0.0,9.0,28/04/2015,false
bulk mobile friendly test,3,2,0.6667,5.0,29/04/2015,false
bulk url checker,9,1,0.1111,16.0,29/04/2015,false
bulk redirect checker,5,1,0.2,8.0,29/04/2015,false
urlitor,1,1,1.0,1.0,29/04/2015,false
google mobile checker,175,0,0.0,8.5,29/04/2015,false
google mobile friendly checker,12,0,0.0,11.0,29/04/2015,false
http status checker,8,0,0.0,9.3,29/04/2015,false
google mobile score,6,0,0.0,8.5,29/04/2015,false
mobile checker google,5,0,0.0,7.8,29/04/2015,false
http status check,4,0,0.0,9.5,29/04/2015,false
mobile friendly checker,4,0,0.0,19.0,29/04/2015,false
bulk header check,2,0,0.0,10.0,29/04/2015,false
mobile score google,2,0,0.0,9.0,29/04/2015,true
bulk da cheker,2,0,0.0,36.0,29/04/2015,false
bulk server header checker,2,0,0.0,7.0,29/04/2015,false
bulk http checker,2,0,0.0,4.0,29/04/2015,false
mobile checker,2,0,0.0,66.0,29/04/2015,false
status code checker,1,0,0.0,36.0,29/04/2015,false
check http status code,1,0,0.0,41.0,29/04/2015,true
bulk 301 redirect checker,1,0,0.0,15.0,29/04/2015,false
mobile friendly checker tool,1,0,0.0,25.0,29/04/2015,false
http status code checker,1,0,0.0,13.0,29/04/2015,false
http checker,1,0,0.0,16.0,29/04/2015,false
server response checker,1,0,0.0,43.0,29/04/2015,false
bulk status code checker,1,0,0.0,5.0,29/04/2015,false
mobile google checker,1,0,0.0,5.0,29/04/2015,false
bulk http header response checker,1,0,0.0,4.0,29/04/2015,false
mobilechecker,1,0,0.0,9.0,29/04/2015,false
redirect checker bulk,1,0,0.0,9.0,29/04/2015,false
http status codes checker,1,0,0.0,17.0,29/04/2015,false
mobile friendly score,1,0,0.0,10.0,29/04/2015,false
bulk header checker,1,0,0.0,9.0,29/04/2015,false
bulk http status checker,4,3,0.75,4.0,30/04/2015,false
google mobile checker,151,1,0.0066,8.1,30/04/2015,false
http status checker,15,1,0.0667,9.1,30/04/2015,false
mobile friendly checker,10,1,0.1,5.8,30/04/2015,false
bulk http header response checker,3,1,0.3333,7.3,30/04/2015,false
bulk mobile friendly test,1,1,1.0,5.0,30/04/2015,false
bulk http status code checker,1,1,1.0,4.0,30/04/2015,false
mobile-friendly checker,1,1,1.0,6.0,30/04/2015,true
google mobile friendly checker,16,0,0.0,5.9,30/04/2015,false
bulk redirect checker,10,0,0.0,8.0,30/04/2015,false
google mobile score,6,0,0.0,7.7,30/04/2015,false
mobile checker google,4,0,0.0,8.0,30/04/2015,false
mobile friendly score,4,0,0.0,8.8,30/04/2015,false
http status code checker,3,0,0.0,14.0,30/04/2015,false
http status check,3,0,0.0,9.7,30/04/2015,false
bulk url checker,3,0,0.0,12.0,30/04/2015,false
mobile friendly checker tool,2,0,0.0,8.0,30/04/2015,false
google mobile cheker,2,0,0.0,7.5,30/04/2015,true
bulk header checker,2,0,0.0,9.5,30/04/2015,false
url status checker,1,0,0.0,13.0,30/04/2015,false
mobile google checker,1,0,0.0,7.0,30/04/2015,false
mobile friendly,1,0,0.0,34.0,30/04/2015,true
bulk da cheker,1,0,0.0,36.0,30/04/2015,false
mobile friendly checker google,1,0,0.0,8.0,30/04/2015,false
mobile friendly tool,1,0,0.0,47.0,30/04/2015,true
mobile friendly website checker,1,0,0.0,27.0,30/04/2015,false
bulk http checker,1,0,0.0,4.0,30/04/2015,false
mobile checker,1,0,0.0,48.0,30/04/2015,false
website mobile friendly checker,1,0,0.0,17.0,30/04/2015,false
bulk http status checker,2,1,0.5,4.0,01/05/2015,false
bulk status code checker,1,1,1.0,6.0,01/05/2015,false
google mobile checker,120,0,0.0,8.1,01/05/2015,false
google mobile friendly checker,43,0,0.0,7.3,01/05/2015,false
mobile friendly checker,33,0,0.0,5.5,01/05/2015,false
http status checker,7,0,0.0,9.0,01/05/2015,false
mobile checker google,5,0,0.0,9.0,01/05/2015,false
http status code checker,4,0,0.0,28.0,01/05/2015,false
http status check,4,0,0.0,9.5,01/05/2015,false
bulk redirect checker,3,0,0.0,6.3,01/05/2015,false
mobile friendly checker tool,2,0,0.0,8.5,01/05/2015,false
google mobile score,2,0,0.0,5.5,01/05/2015,false
mobile friendly score,2,0,0.0,8.5,01/05/2015,false
check mobile friendly,2,0,0.0,27.0,01/05/2015,true
seo redirect checker,1,0,0.0,140.0,01/05/2015,false
bulk da checker,1,0,0.0,30.0,01/05/2015,false
check mobile friendly google,1,0,0.0,84.0,01/05/2015,true
google mobile friendly testing tool,1,0,0.0,23.0,01/05/2015,true
bulk header check,1,0,0.0,9.0,01/05/2015,false
mobile score google,1,0,0.0,10.0,01/05/2015,false
mobile friendly,1,0,0.0,25.0,01/05/2015,false
mobile friendly website checker,1,0,0.0,24.0,01/05/2015,false
mobile friendly test tool,1,0,0.0,79.0,01/05/2015,true
mobile-friendly checker,1,0,0.0,8.0,01/05/2015,false
http status codes checker,1,0,0.0,16.0,01/05/2015,false
google mobile friendly,1,0,0.0,44.0,01/05/2015,true
mobile friendliness checker,1,0,0.0,5.0,01/05/2015,false
bulk header checker,1,0,0.0,9.0,01/05/2015,false
bulk http status checker,2,1,0.5,4.0,02/05/2015,false
google mobile checker,41,0,0.0,7.9,02/05/2015,false
mobile friendly checker,32,0,0.0,4.8,02/05/2015,false
google mobile friendly checker,18,0,0.0,5.6,02/05/2015,false
mobile checker google,8,0,0.0,7.8,02/05/2015,false
mobile friendly checker tool,4,0,0.0,7.8,02/05/2015,false
google check for mobile friendly,3,0,0.0,10.0,02/05/2015,true
check mobile friendly,3,0,0.0,18.0,02/05/2015,false
google mobile friendly,3,0,0.0,29.0,02/05/2015,false
google mobile friendly score,2,0,0.0,8.0,02/05/2015,false
http status check,2,0,0.0,9.0,02/05/2015,false
google mobile friendly test,2,0,0.0,47.0,02/05/2015,true
mobile friendly website checker,2,0,0.0,26.0,02/05/2015,false
http status checker,2,0,0.0,8.5,02/05/2015,false
bulk header checker,2,0,0.0,9.0,02/05/2015,false
seo redirect checker,1,0,0.0,130.0,02/05/2015,false
check mobile friendly google,1,0,0.0,47.0,02/05/2015,false
header response checker,1,0,0.0,50.0,02/05/2015,false
server response checker,1,0,0.0,46.0,02/05/2015,false
google mobile-friendly test,1,0,0.0,56.0,02/05/2015,true
mobile friendly google checker,1,0,0.0,6.0,02/05/2015,true
google mobile check,1,0,0.0,42.0,02/05/2015,true
mobile friendly check,1,0,0.0,92.0,02/05/2015,true
google check mobile friendly,1,0,0.0,82.0,02/05/2015,true
google mobile score,1,0,0.0,6.0,02/05/2015,false
mobile google checker,1,0,0.0,9.0,02/05/2015,false
check google mobile,1,0,0.0,41.0,02/05/2015,true
bulk server header checker,1,0,0.0,8.0,02/05/2015,false
bulk url checker,1,0,0.0,17.0,02/05/2015,false
mobile friendly test tool,1,0,0.0,71.0,02/05/2015,false
google url check,1,0,0.0,27.0,02/05/2015,true
mobile checker,1,0,0.0,17.0,02/05/2015,false
mobile friendly test,1,0,0.0,98.0,02/05/2015,true
test google mobile friendly,1,0,0.0,81.0,02/05/2015,true
check if website is mobile friendly,1,0,0.0,70.0,02/05/2015,true
website mobile friendly checker,1,0,0.0,10.0,02/05/2015,false
http status online,1,0,0.0,11.0,02/05/2015,false
mobile friendliness checker,1,0,0.0,5.0,02/05/2015,false
mobile friendly checker,31,3,0.0968,4.8,03/05/2015,false
bulk status code checker,1,1,1.0,4.0,03/05/2015,false
google mobile checker,51,0,0.0,7.0,03/05/2015,false
google mobile friendly checker,29,0,0.0,5.2,03/05/2015,false
google mobile friendly,7,0,0.0,38.0,03/05/2015,false
google mobile friendly test,5,0,0.0,53.0,03/05/2015,false
mobile checker google,4,0,0.0,6.5,03/05/2015,false
check mobile friendly,4,0,0.0,17.0,03/05/2015,false
google mobile score,3,0,0.0,4.0,03/05/2015,false
mobile friendly checker tool,2,0,0.0,7.5,03/05/2015,false
google mobile-friendly test,2,0,0.0,53.0,03/05/2015,false
http response checker,2,0,0.0,18.0,03/05/2015,false
mobile score google,2,0,0.0,7.0,03/05/2015,false
google check mobile friendly,2,0,0.0,36.0,03/05/2015,false
http status checker,2,0,0.0,9.5,03/05/2015,false
mobile checker,2,0,0.0,30.0,03/05/2015,false
mobile friendly score,2,0,0.0,7.5,03/05/2015,false
google mobile friendly url,2,0,0.0,15.0,03/05/2015,true
mobile friendliness checker,2,0,0.0,5.0,03/05/2015,false
status code checker,1,0,0.0,15.0,03/05/2015,false
seo redirect checker,1,0,0.0,130.0,03/05/2015,false
check mobile friendly google,1,0,0.0,53.0,03/05/2015,false
url status check,1,0,0.0,8.0,03/05/2015,false
google mobile-friendly,1,0,0.0,58.0,03/05/2015,true
mobile friendly google checker,1,0,0.0,5.0,03/05/2015,false
google mobile check,1,0,0.0,47.0,03/05/2015,false
mobile friendly check,1,0,0.0,98.0,03/05/2015,false
http status check,1,0,0.0,9.0,03/05/2015,false
bulk http header response checker,1,0,0.0,4.0,03/05/2015,false
bulk url checker,1,0,0.0,14.0,03/05/2015,false
mobile friendly test tool,1,0,0.0,78.0,03/05/2015,false
test google mobile friendly,1,0,0.0,84.0,03/05/2015,false
website mobile friendly checker,1,0,0.0,10.0,03/05/2015,false
check google mobile friendly,1,0,0.0,10.0,03/05/2015,true
google mobile checker,112,0,0.0,7.1,04/05/2015,false
google mobile friendly checker,48,0,0.0,5.8,04/05/2015,false
mobile friendly checker,47,0,0.0,6.2,04/05/2015,false
http status checker,10,0,0.0,8.7,04/05/2015,false
google mobile score,7,0,0.0,5.7,04/05/2015,false
http status check,7,0,0.0,9.1,04/05/2015,false
check mobile friendly,6,0,0.0,21.0,04/05/2015,false
mobile checker google,5,0,0.0,7.0,04/05/2015,false
status code checker,4,0,0.0,13.0,04/05/2015,false
bulk redirect checker,4,0,0.0,7.0,04/05/2015,false
google mobile check,4,0,0.0,46.0,04/05/2015,false
mobile google checker,4,0,0.0,5.3,04/05/2015,false
mobile friendly checker google,4,0,0.0,6.0,04/05/2015,false
mobile friendly website checker,4,0,0.0,24.0,04/05/2015,false
google mobile cheker,4,0,0.0,5.0,04/05/2015,false
google mobile friendly,4,0,0.0,43.0,04/05/2015,false
bulk mobile friendly test,3,0,0.0,4.3,04/05/2015,false
google check mobile friendly,3,0,0.0,31.0,04/05/2015,false
google mobile friendly test,3,0,0.0,60.0,04/05/2015,false
mobile checker,3,0,0.0,19.0,04/05/2015,false
google friendly checker,3,0,0.0,6.3,04/05/2015,true
google mobile friendly score,2,0,0.0,8.0,04/05/2015,false
server response checker,2,0,0.0,27.0,04/05/2015,false
bulk url checker,2,0,0.0,13.0,04/05/2015,false
mobile friendly score,2,0,0.0,9.0,04/05/2015,false
website mobile friendly checker,2,0,0.0,9.0,04/05/2015,false
check google mobile friendly,2,0,0.0,13.0,04/05/2015,false
google mobilefriendly,1,0,0.0,55.0,04/05/2015,true
check http status code,1,0,0.0,18.0,04/05/2015,false
header status checker,1,0,0.0,20.0,04/05/2015,false
seo redirect checker,1,0,0.0,130.0,04/05/2015,false
check mobile friendly google,1,0,0.0,48.0,04/05/2015,false
mobile friendly checker tool,1,0,0.0,8.0,04/05/2015,false
mobile friendliness,1,0,0.0,37.0,04/05/2015,true
mobile friendly tools,1,0,0.0,34.0,04/05/2015,true
mobile score google,1,0,0.0,6.0,04/05/2015,false
google mobile site checker,1,0,0.0,28.0,04/05/2015,false
bulk status code checker,1,0,0.0,5.0,04/05/2015,false
bulk http status checker,1,0,0.0,4.0,04/05/2015,false
mobile friendly tool,1,0,0.0,35.0,04/05/2015,false
bulk server header checker,1,0,0.0,5.0,04/05/2015,false
mobile-friendly checker,1,0,0.0,4.0,04/05/2015,false
http status online,1,0,0.0,9.0,04/05/2015,false
google mobiel friendly test,1,0,0.0,93.0,04/05/2015,true
mobile freindly checker,1,0,0.0,6.0,04/05/2015,false
bulk header checker,1,0,0.0,8.0,04/05/2015,false
bulk http status checker,8,2,0.25,3.6,05/05/2015,false
mobile friendly checker,69,1,0.0145,5.8,05/05/2015,false
mobile friendly score,3,1,0.3333,4.0,05/05/2015,false
bulk mobile friendly test,1,1,1.0,1.0,05/05/2015,false
google mobile checker,151,0,0.0,6.6,05/05/2015,false
google mobile friendly checker,67,0,0.0,5.4,05/05/2015,false
http status checker,14,0,0.0,8.2,05/05/2015,false
check mobile friendly,13,0,0.0,9.9,05/05/2015,false
google mobile friendly test,10,0,0.0,32.0,05/05/2015,false
google mobile friendly,8,0,0.0,46.0,05/05/2015,false
mobile friendly website checker,6,0,0.0,16.0,05/05/2015,false
mobile checker,6,0,0.0,8.8,05/05/2015,false
google mobile check,5,0,0.0,9.0,05/05/2015,false
mobile checker google,5,0,0.0,7.0,05/05/2015,false
mobile friendly test,5,0,0.0,22.0,05/05/2015,false
bulk redirect checker,4,0,0.0,6.5,05/05/2015,false
mobile friendly checker tool,4,0,0.0,6.5,05/05/2015,false
google mobile score,4,0,0.0,5.3,05/05/2015,false
http status check,4,0,0.0,8.5,05/05/2015,false
google check for mobile friendly,3,0,0.0,8.0,05/05/2015,false
http status code checker,3,0,0.0,11.0,05/05/2015,false
google check mobile friendly,3,0,0.0,27.0,05/05/2015,false
mobile friendly,3,0,0.0,34.0,05/05/2015,false
http status codes checker,3,0,0.0,10.0,05/05/2015,false
check http status,3,0,0.0,11.0,05/05/2015,false
bulk checker,3,0,0.0,30.0,05/05/2015,false
status code checker,2,0,0.0,13.0,05/05/2015,false
google mobile friendly score,2,0,0.0,5.5,05/05/2015,false
server response checker,2,0,0.0,25.0,05/05/2015,false
check url status,2,0,0.0,44.0,05/05/2015,true
google mobil checker,2,0,0.0,5.5,05/05/2015,true
mobile friendly tool,2,0,0.0,44.0,05/05/2015,false
google mobile friendly check,2,0,0.0,8.5,05/05/2015,true
mobile-friendly checker,2,0,0.0,7.0,05/05/2015,false
google mobile cheker,2,0,0.0,6.5,05/05/2015,false
mobile-friendly,1,0,0.0,21.0,05/05/2015,true
header status checker,1,0,0.0,20.0,05/05/2015,false
bulk da checker,1,0,0.0,33.0,05/05/2015,false
check mobile friendly google,1,0,0.0,72.0,05/05/2015,false
mobile freindly,1,0,0.0,31.0,05/05/2015,true
url status checker,1,0,0.0,15.0,05/05/2015,false
url status check,1,0,0.0,11.0,05/05/2015,false
http checker,1,0,0.0,13.0,05/05/2015,false
mobile friendly google,1,0,0.0,36.0,05/05/2015,true
google mobile friendly testing tool,1,0,0.0,15.0,05/05/2015,false
check mobile friendliness,1,0,0.0,7.0,05/05/2015,true
bulk status code checker,1,0,0.0,4.0,05/05/2015,false
check website mobile friendly,1,0,0.0,12.0,05/05/2015,true
mobile friendly check,1,0,0.0,7.0,05/05/2015,false
google mobile friendly tester,1,0,0.0,11.0,05/05/2015,true
google check if mobile friendly,1,0,0.0,47.0,05/05/2015,true
mobile friendly checker google,1,0,0.0,6.0,05/05/2015,false
bulk http header response checker,1,0,0.0,7.0,05/05/2015,false
mobile friendly check google,1,0,0.0,10.0,05/05/2015,true
redirect checker bulk,1,0,0.0,7.0,05/05/2015,false
mobile frindly,1,0,0.0,30.0,05/05/2015,true
google friendly checker,1,0,0.0,8.0,05/05/2015,false
website mobile friendly checker,1,0,0.0,10.0,05/05/2015,false
